DaySum,MonthSum,QuantitySum,TotalPriceSum,CustomerCount,DayAvg,MonthAvg,QuantityAvg
2043,860,407,1803.7999999999993,134,15.246268656716419,6.417910447761194,3.037313432835821
50,30,3,24.869999999999997,3,16.666666666666668,10.0,1.0
1100,575,1382,360.70999999999987,71,15.492957746478874,8.098591549295774,19.464788732394368
46,11,23,3.5999999999999996,4,11.5,2.75,5.75
730,352,1773,372.3300000000002,47,15.53191489361702,7.48936170212766,37.723404255319146
548,219,1244,261.2399999999999,37,14.81081081081081,5.918918918918919,33.62162162162162
873,397,13328,4335.759999999999,54,16.166666666666668,7.351851851851852,246.8148148148148
472,171,373,289.98,27,17.48148148148148,6.333333333333333,13.814814814814815
1014,435,1273,1053.45,65,15.6,6.6923076923076925,19.584615384615386
249,106,77,69.89999999999999,19,13.105263157894736,5.578947368421052,4.052631578947368
89,29,960,100.80000000000001,5,17.8,5.8,192.0
18,26,53,11.759999999999998,3,6.0,8.666666666666666,17.666666666666668
1200,545,4333,380.0,71,16.901408450704224,7.676056338028169,61.028169014084504
322,117,89,57.80000000000001,18,17.88888888888889,6.5,4.944444444444445
1227,525,1461,205.41999999999996,69,17.782608695652176,7.608695652173913,21.17391304347826
148,36,547,82.08,7,21.142857142857142,5.142857142857143,78.14285714285714
130,95,463,115.29999999999998,14,9.285714285714286,6.785714285714286,33.07142857142857
23,5,-102,0.0,1,23.0,5.0,-102.0
594,283,1058,127.55999999999995,34,17.470588235294116,8.323529411764707,31.11764705882353
77,26,47,61.25,4,19.25,6.5,11.75
271,107,475,199.5,18,15.055555555555555,5.944444444444445,26.38888888888889
2402,1071,5690,2331.0,168,14.297619047619047,6.375,33.86904761904762
369,157,700,70.0,22,16.772727272727273,7.136363636363637,31.818181818181817
12,2,25,10.5,1,12.0,2.0,25.0
3676,1628,7201,2980.42,250,14.704,6.512,28.804
1789,886,4050,1677.0,135,13.251851851851852,6.562962962962963,30.0
138,70,-4,13.0,10,13.8,7.0,-0.4
154,76,-26,11.76,10,15.4,7.6,-2.6
562,272,415,173.12000000000006,42,13.380952380952381,6.476190476190476,9.880952380952381
2599,1264,4125,1839.96,153,16.986928104575163,8.261437908496733,26.96078431372549
94,49,175,84.0,9,10.444444444444445,5.444444444444445,19.444444444444443
399,162,660,277.2,26,15.346153846153847,6.230769230769231,25.384615384615383
12,6,25,10.5,1,12.0,6.0,25.0
35,28,-25,21.0,3,11.666666666666666,9.333333333333334,-8.333333333333334
20,15,7,3.5,2,10.0,7.5,3.5
56,12,20,14.5,3,18.666666666666668,4.0,6.666666666666667
48,20,14,1.9500000000000002,4,12.0,5.0,3.5
49,13,7,8.75,2,24.5,6.5,3.5
492,193,63,163.09999999999994,36,13.666666666666666,5.361111111111111,1.75
281,139,29,76.14,20,14.05,6.95,1.45
687,321,3333,234.0000000000002,45,15.266666666666667,7.133333333333334,74.06666666666666
1025,455,3821,283.31000000000034,64,16.015625,7.109375,59.703125
1689,794,3000,404.83999999999963,101,16.722772277227723,7.861386138613861,29.702970297029704
1569,749,815,691.85,104,15.086538461538462,7.201923076923077,7.836538461538462
2814,1123,3103,702.7500000000001,170,16.55294117647059,6.605882352941176,18.25294117647059
2096,962,1438,320.0899999999998,136,15.411764705882353,7.073529411764706,10.573529411764707
4506,1954,4934,1035.9599999999978,298,15.120805369127517,6.557046979865772,16.55704697986577
2207,969,1398,322.0899999999997,136,16.227941176470587,7.125,10.279411764705882
54,20,2,7.85,3,18.0,6.666666666666667,0.6666666666666666
135,69,15,16.25,8,16.875,8.625,1.875
301,146,35,42.580000000000005,18,16.72222222222222,8.11111111111111,1.9444444444444444
863,453,471,178.5500000000001,60,14.383333333333333,7.55,7.85
548,195,105,317.91999999999996,33,16.606060606060606,5.909090909090909,3.1818181818181817
28,2,72,20.88,1,28.0,2.0,72.0
3978,1693,23053,5863.589999999999,245,16.23673469387755,6.910204081632653,94.09387755102041
24,23,20,50.40000000000001,3,8.0,7.666666666666667,6.666666666666667
1,12,-61,0.0,1,1.0,12.0,-61.0
128,37,63,66.36,8,16.0,4.625,7.875
1070,420,237,375.93000000000006,67,15.970149253731343,6.268656716417911,3.537313432835821
1376,654,453,595.8499999999996,87,15.816091954022989,7.517241379310345,5.206896551724138
1480,613,399,484.3500000000001,87,17.011494252873565,7.045977011494253,4.586206896551724
1606,762,463,550.6400000000001,99,16.22222222222222,7.696969696969697,4.6767676767676765
142,92,68,74.63999999999999,11,12.909090909090908,8.363636363636363,6.181818181818182
1531,661,462,530.5999999999999,95,16.11578947368421,6.957894736842105,4.863157894736842
201,91,506,267.82000000000005,15,13.4,6.066666666666666,33.733333333333334
133,51,166,71.19000000000001,9,14.777777777777779,5.666666666666667,18.444444444444443
933,428,2427,643.1399999999996,57,16.36842105263158,7.508771929824562,42.578947368421055
31,1,6,2.52,1,31.0,1.0,6.0
489,251,1525,158.06,34,14.382352941176471,7.382352941176471,44.85294117647059
108,44,200,42.0,7,15.428571428571429,6.285714285714286,28.571428571428573
140,43,225,47.25,8,17.5,5.375,28.125
1597,693,1264,313.30999999999995,101,15.811881188118813,6.861386138613861,12.514851485148515
599,293,423,104.44000000000004,39,15.35897435897436,7.512820512820513,10.846153846153847
375,176,4032,760.32,27,13.88888888888889,6.518518518518518,149.33333333333334
133,57,109,107.45,10,13.3,5.7,10.9
177,68,19,36.25,14,12.642857142857142,4.857142857142857,1.3571428571428572
351,188,340,99.29000000000002,28,12.535714285714286,6.714285714285714,12.142857142857142
1591,700,2084,920.6699999999987,99,16.07070707070707,7.070707070707071,21.050505050505052
375,138,2497,455.9800000000002,26,14.423076923076923,5.3076923076923075,96.03846153846153
795,366,171,436.05000000000024,47,16.914893617021278,7.787234042553192,3.6382978723404253
93,28,75,32.349999999999994,6,15.5,4.666666666666667,12.5
915,355,586,552.1299999999999,58,15.775862068965518,6.120689655172414,10.10344827586207
233,176,407,33.75,21,11.095238095238095,8.380952380952381,19.38095238095238
138,63,29,12.18,10,13.8,6.3,2.9
110,74,26,28.350000000000005,9,12.222222222222221,8.222222222222221,2.888888888888889
60,23,9,3.7800000000000002,3,20.0,7.666666666666667,3.0
25,15,4,15.0,2,12.5,7.5,2.0
446,217,3050,395.60999999999996,32,13.9375,6.78125,95.3125
586,275,125,283.9299999999999,43,13.627906976744185,6.395348837209302,2.9069767441860463
98,24,-18,12.75,5,19.6,4.8,-3.6
1103,484,407,1029.4099999999992,75,14.706666666666667,6.453333333333333,5.426666666666667
691,437,91,658.7500000000002,55,12.563636363636364,7.945454545454545,1.6545454545454545
161,111,52,263.12,12,13.416666666666666,9.25,4.333333333333333
1451,648,313,466.98999999999984,97,14.958762886597938,6.680412371134021,3.2268041237113403
1090,436,194,243.52999999999977,71,15.352112676056338,6.140845070422535,2.732394366197183
581,316,93,194.93999999999994,43,13.511627906976743,7.348837209302325,2.1627906976744184
1108,480,148,286.39,76,14.578947368421053,6.315789473684211,1.9473684210526316
1616,562,262,439.6499999999997,99,16.32323232323232,5.6767676767676765,2.6464646464646466
807,339,186,305.8,52,15.51923076923077,6.519230769230769,3.576923076923077
1186,565,235,350.6099999999999,84,14.119047619047619,6.726190476190476,2.7976190476190474
418,222,73,95.17999999999996,33,12.666666666666666,6.7272727272727275,2.212121212121212
614,347,152,193.58999999999997,50,12.28,6.94,3.04
1516,632,197,292.28999999999985,99,15.313131313131313,6.383838383838384,1.9898989898989898
429,223,73,105.90999999999995,33,13.0,6.757575757575758,2.212121212121212
1537,661,344,638.36,110,13.972727272727273,6.009090909090909,3.1272727272727274
1052,460,159,248.08999999999997,65,16.184615384615384,7.076923076923077,2.4461538461538463
591,232,44,141.15,33,17.90909090909091,7.03030303030303,1.3333333333333333
219,117,31,90.42000000000002,20,10.95,5.85,1.55
251,111,25,66.26,20,12.55,5.55,1.25
324,151,41,81.65999999999998,19,17.05263157894737,7.947368421052632,2.1578947368421053
2534,1020,418,1546.2700000000007,159,15.937106918238994,6.415094339622642,2.6289308176100628
248,129,25,41.529999999999994,18,13.777777777777779,7.166666666666667,1.3888888888888888
250,113,20,49.690000000000005,16,15.625,7.0625,1.25
3665,1762,12979,1512.9200000000033,222,16.50900900900901,7.936936936936937,58.46396396396396
1594,759,279,447.33999999999986,102,15.627450980392156,7.4411764705882355,2.735294117647059
148,85,14,44.04,11,13.454545454545455,7.7272727272727275,1.2727272727272727
27,17,-12,12.5,3,9.0,5.666666666666667,-4.0
2961,1376,1570,2024.9800000000012,209,14.167464114832535,6.583732057416268,7.511961722488039
4581,2117,3109,3969.3700000000044,327,14.009174311926605,6.474006116207951,9.507645259938839
6688,2869,5054,6413.560000000008,459,14.570806100217865,6.250544662309368,11.010893246187363
5059,2266,3671,4743.590000000005,340,14.879411764705882,6.6647058823529415,10.797058823529412
23,9,4,6.6,1,23.0,9.0,4.0
5092,2187,1701,9967.86999999999,330,15.43030303030303,6.627272727272727,5.154545454545454
739,267,-17,500.46,51,14.490196078431373,5.235294117647059,-0.3333333333333333
3919,1744,1225,4125.830000000003,248,15.80241935483871,7.032258064516129,4.939516129032258
598,197,36,273.81,39,15.333333333333334,5.051282051282051,0.9230769230769231
10853,4436,4027,27621.320000000036,707,15.350777934936351,6.274398868458275,5.6958981612446955
1213,590,175,932.42,79,15.354430379746836,7.468354430379747,2.2151898734177213
3,3,-5,0.0,1,3.0,3.0,-5.0
348,118,-67,187.54,18,19.333333333333332,6.555555555555555,-3.7222222222222223
73,31,5,21.25,4,18.25,7.75,1.25
427,189,54,230.81000000000006,30,14.233333333333333,6.3,1.8
195,88,21,53.54999999999999,13,15.0,6.769230769230769,1.6153846153846154
137,70,17,43.35,9,15.222222222222221,7.777777777777778,1.8888888888888888
509,228,81,266.0300000000001,42,12.119047619047619,5.428571428571429,1.9285714285714286
933,377,-48,345.1699999999998,55,16.963636363636365,6.8545454545454545,-0.8727272727272727
312,129,-5,100.97000000000001,20,15.6,6.45,-0.25
565,245,146,577.79,44,12.840909090909092,5.568181818181818,3.3181818181818183
59,18,-6,-25.5,4,14.75,4.5,-1.5
751,362,212,669.9,45,16.68888888888889,8.044444444444444,4.711111111111111
500,218,142,426.8999999999998,29,17.24137931034483,7.517241379310345,4.896551724137931
2268,863,463,467.13999999999993,150,15.12,5.753333333333333,3.0866666666666664
8549,3340,4668,10974.309999999978,534,16.00936329588015,6.254681647940075,8.741573033707866
13979,5731,9533,21665.95999999991,878,15.921412300683372,6.527334851936219,10.857630979498861
11190,4462,9159,22599.529999999922,684,16.359649122807017,6.523391812865497,13.390350877192983
1055,429,322,469.6299999999999,76,13.881578947368421,5.644736842105263,4.2368421052631575
6413,2707,2835,3536.9800000000055,420,15.269047619047619,6.445238095238095,6.75
9236,3990,4741,6570.050000000001,586,15.761092150170649,6.808873720136519,8.090443686006825
13788,5708,13198,16672.34999999999,858,16.06993006993007,6.652680652680653,15.382284382284382
11494,4984,9723,12489.689999999999,742,15.49056603773585,6.716981132075472,13.10377358490566
16730,7359,17548,21606.47999999999,1068,15.664794007490636,6.890449438202247,16.43071161048689
25139,10869,18979,35187.31000000006,1639,15.338010982306285,6.631482611348384,11.579621720561319
16533,7152,9852,18188.47999999994,1061,15.582469368520265,6.740810556079171,9.285579641847313
21047,9172,12112,22219.010000000042,1350,15.59037037037037,6.794074074074074,8.971851851851852
18977,8299,11603,21423.129999999997,1197,15.853801169590643,6.933166248955723,9.693400167084377
264,111,87,109.96,19,13.894736842105264,5.842105263157895,4.578947368421052
3130,1471,936,742.060000000001,209,14.976076555023923,7.038277511961723,4.478468899521531
464,161,149,271.21999999999997,30,15.466666666666667,5.366666666666666,4.966666666666667
1651,653,152,625.8000000000003,114,14.482456140350877,5.728070175438597,1.3333333333333333
28,2,-36,0.0,1,28.0,2.0,-36.0
405,271,109,751.1700000000001,36,11.25,7.527777777777778,3.0277777777777777
6222,2598,1762,12550.569999999965,394,15.791878172588833,6.593908629441624,4.472081218274112
5873,2623,1742,12595.229999999963,391,15.020460358056265,6.708439897698209,4.455242966751918
3344,1588,967,2106.6199999999985,226,14.79646017699115,7.0265486725663715,4.278761061946903
2165,1034,362,930.9500000000016,154,14.058441558441558,6.714285714285714,2.3506493506493507
4458,1942,1514,3088.8599999999924,310,14.380645161290323,6.264516129032258,4.883870967741935
1126,473,307,272.02,63,17.873015873015873,7.507936507936508,4.873015873015873
352,165,-7,53.54999999999998,23,15.304347826086957,7.173913043478261,-0.30434782608695654
626,265,167,144.28999999999996,36,17.38888888888889,7.361111111111111,4.638888888888889
701,311,108,137.7,46,15.23913043478261,6.760869565217392,2.347826086956522
287,163,12,54.4,21,13.666666666666666,7.761904761904762,0.5714285714285714
268,169,100,58.64999999999998,23,11.652173913043478,7.3478260869565215,4.3478260869565215
1018,458,123,517.22,66,15.424242424242424,6.9393939393939394,1.8636363636363635
846,385,106,420.0799999999999,56,15.107142857142858,6.875,1.8928571428571428
416,210,73,205.04000000000002,27,15.407407407407407,7.777777777777778,2.7037037037037037
1130,544,144,610.81,78,14.487179487179487,6.9743589743589745,1.8461538461538463
999,450,104,423.5499999999999,61,16.37704918032787,7.377049180327869,1.7049180327868851
948,399,124,501.07,60,15.8,6.65,2.066666666666667
1341,590,253,663.7099999999991,82,16.353658536585368,7.195121951219512,3.0853658536585367
877,386,177,441.12000000000023,56,15.660714285714286,6.892857142857143,3.1607142857142856
666,263,80,217.5600000000001,34,19.58823529411765,7.735294117647059,2.3529411764705883
1012,448,185,449.8000000000001,73,13.863013698630137,6.136986301369863,2.5342465753424657
677,329,103,269.6800000000001,41,16.51219512195122,8.024390243902438,2.5121951219512195
1058,498,246,618.6399999999999,66,16.03030303030303,7.545454545454546,3.727272727272727
340,142,43,92.39999999999998,26,13.076923076923077,5.461538461538462,1.6538461538461537
797,314,69,141.23999999999995,49,16.26530612244898,6.408163265306122,1.4081632653061225
1123,544,71,235.1899999999998,67,16.761194029850746,8.119402985074627,1.0597014925373134
1389,600,169,282.48999999999984,80,17.3625,7.5,2.1125
124,47,11,24.749999999999996,10,12.4,4.7,1.1
412,251,48,318.1900000000001,30,13.733333333333333,8.366666666666667,1.6
471,228,37,216.15999999999994,29,16.24137931034483,7.862068965517241,1.2758620689655173
394,202,54,373.57000000000005,28,14.071428571428571,7.214285714285714,1.9285714285714286
64,25,12,523.3000000000001,6,10.666666666666666,4.166666666666667,2.0
82,37,-2,20.25,6,13.666666666666666,6.166666666666667,-0.3333333333333333
391,190,90,259.84000000000003,30,13.033333333333333,6.333333333333333,3.0
247,79,43,100.44999999999999,13,19.0,6.076923076923077,3.3076923076923075
129,51,62,103.94,9,14.333333333333334,5.666666666666667,6.888888888888889
115,30,37,69.00000000000001,7,16.428571428571427,4.285714285714286,5.285714285714286
959,499,987,1133.8000000000002,85,11.282352941176471,5.870588235294117,11.611764705882353
1000,437,700,964.3999999999994,65,15.384615384615385,6.723076923076923,10.76923076923077
551,247,837,450.15999999999985,44,12.522727272727273,5.613636363636363,19.022727272727273
60,16,-3,15.6,3,20.0,5.333333333333333,-1.0
76,30,15,42.7,5,15.2,6.0,3.0
503,177,64,244.72,27,18.62962962962963,6.555555555555555,2.3703703703703702
19,10,2,24.75,3,6.333333333333333,3.3333333333333335,0.6666666666666666
119,64,14,24.75,9,13.222222222222221,7.111111111111111,1.5555555555555556
130,67,66,132.72,10,13.0,6.7,6.6
28,4,-5,0.0,1,28.0,4.0,-5.0
112,69,107,128.39999999999998,10,11.2,6.9,10.7
61,12,20,34.32,3,20.333333333333332,4.0,6.666666666666667
3859,1758,1130,3079.8800000000037,250,15.436,7.032,4.52
3130,1386,1195,2519.790000000001,206,15.194174757281553,6.728155339805825,5.800970873786408
505,198,135,407.73,38,13.289473684210526,5.2105263157894735,3.5526315789473686
524,242,216,466.5300000000002,39,13.435897435897436,6.205128205128205,5.538461538461538
1220,566,1200,581.1800000000003,86,14.186046511627907,6.5813953488372094,13.953488372093023
92,44,67,65.80000000000001,8,11.5,5.5,8.375
274,122,158,131.14000000000001,18,15.222222222222221,6.777777777777778,8.777777777777779
230,103,141,142.47000000000006,15,15.333333333333334,6.866666666666666,9.4
941,447,373,451.2500000000001,58,16.224137931034484,7.706896551724138,6.431034482758621
1639,764,495,840.4400000000005,106,15.462264150943396,7.2075471698113205,4.669811320754717
1224,500,491,622.1200000000002,77,15.896103896103897,6.4935064935064934,6.376623376623376
175,50,19,120.64999999999998,11,15.909090909090908,4.545454545454546,1.7272727272727273
1499,585,717,958.5700000000002,90,16.655555555555555,6.5,7.966666666666667
305,130,52,217.57999999999998,18,16.944444444444443,7.222222222222222,2.888888888888889
144,56,21,61.95000000000002,8,18.0,7.0,2.625
12,8,1,0.0,1,12.0,8.0,1.0
29,3,-3,0.0,1,29.0,3.0,-3.0
166,26,10,53.550000000000004,8,20.75,3.25,1.25
563,259,148,363.2199999999998,45,12.511111111111111,5.7555555555555555,3.2888888888888888
871,387,66,340.78999999999985,63,13.825396825396826,6.142857142857143,1.0476190476190477
143,64,-17,28.049999999999997,10,14.3,6.4,-1.7
42,15,-6,2.1,2,21.0,7.5,-3.0
24,16,2,4.2,2,12.0,8.0,1.0
4,8,-6,0.0,1,4.0,8.0,-6.0
28,1,-1,0.0,1,28.0,1.0,-1.0
1234,622,248,583.7500000000003,93,13.268817204301076,6.688172043010753,2.6666666666666665
810,419,60,393.47,63,12.857142857142858,6.650793650793651,0.9523809523809523
775,383,458,219.34999999999994,46,16.847826086956523,8.326086956521738,9.956521739130435
536,244,180,86.76000000000002,30,17.866666666666667,8.133333333333333,6.0
14,12,2,8.42,1,14.0,12.0,2.0
108,35,27,31.25,9,12.0,3.888888888888889,3.0
1529,620,425,976.4800000000004,108,14.157407407407407,5.7407407407407405,3.935185185185185
86,41,-30,89.22,6,14.333333333333334,6.833333333333333,-5.0
463,228,-19,535.9700000000001,30,15.433333333333334,7.6,-0.6333333333333333
202,108,33,108.71000000000002,15,13.466666666666667,7.2,2.2
28,4,-5,0.0,1,28.0,4.0,-5.0
375,196,95,262.86999999999995,26,14.423076923076923,7.538461538461538,3.6538461538461537
275,90,22,88.02999999999999,16,17.1875,5.625,1.375
259,125,18,78.78,17,15.235294117647058,7.352941176470588,1.0588235294117647
772,392,109,686.8599999999997,57,13.543859649122806,6.87719298245614,1.912280701754386
914,358,49,441.8899999999998,57,16.035087719298247,6.280701754385965,0.8596491228070176
22,19,-18,8.850000000000001,3,7.333333333333333,6.333333333333333,-6.0
70,28,7,50.8,4,17.5,7.0,1.75
14300,6412,6265,18089.350000000137,937,15.261472785485592,6.8431163287086445,6.686232657417289
1183,450,284,1015.8500000000005,71,16.661971830985916,6.338028169014085,4.0
564,252,194,599.2900000000002,37,15.243243243243244,6.8108108108108105,5.243243243243243
142,74,20,71.05000000000001,10,14.2,7.4,2.0
696,193,39,349.16,37,18.81081081081081,5.216216216216216,1.054054054054054
65,37,6,17.700000000000003,4,16.25,9.25,1.5
627,266,99,316.71000000000015,35,17.914285714285715,7.6,2.8285714285714287
261,138,58,81.28,23,11.347826086956522,6.0,2.5217391304347827
12,1,1,0.0,1,12.0,1.0,1.0
61,31,0,16.94,3,20.333333333333332,10.333333333333334,0.0
1658,860,232,1142.7700000000002,108,15.351851851851851,7.962962962962963,2.1481481481481484
12,1,-1,-1.45,1,12.0,1.0,-1.0
146,66,29,72.48999999999997,10,14.6,6.6,2.9
3737,1731,1185,1686.680000000002,232,16.107758620689655,7.461206896551724,5.107758620689655
3659,1721,1338,1913.6700000000035,233,15.703862660944205,7.386266094420601,5.742489270386266
10,15,4,5.1,2,5.0,7.5,2.0
1423,660,526,1022.8000000000005,101,14.089108910891088,6.534653465346534,5.207920792079208
1042,533,190,1031.69,86,12.116279069767442,6.1976744186046515,2.2093023255813953
4702,2311,1673,6256.860000000002,311,15.118971061093248,7.430868167202572,5.379421221864952
3987,2000,1114,4224.63,266,14.988721804511279,7.518796992481203,4.18796992481203
8239,3734,8384,11059.329999999989,538,15.314126394052044,6.940520446096654,15.58364312267658
9773,4378,7338,9129.309999999992,633,15.4391785150079,6.916271721958926,11.592417061611375
5851,2803,4518,3213.5199999999963,375,15.602666666666666,7.474666666666667,12.048
5766,2391,6417,4164.079999999993,370,15.583783783783783,6.462162162162162,17.343243243243244
5807,2511,6316,4309.819999999993,378,15.362433862433862,6.642857142857143,16.70899470899471
2868,1302,1462,2237.3900000000012,194,14.783505154639176,6.711340206185567,7.536082474226804
4365,1944,1783,2380.050000000003,270,16.166666666666668,7.2,6.603703703703704
5465,2301,3579,4529.980000000003,345,15.840579710144928,6.6695652173913045,10.373913043478261
282,131,63,65.66,22,12.818181818181818,5.954545454545454,2.8636363636363638
3979,1889,1957,1726.1200000000033,256,15.54296875,7.37890625,7.64453125
4396,2100,2152,1881.520000000004,266,16.526315789473685,7.894736842105263,8.090225563909774
4619,2234,2739,2376.510000000003,287,16.094076655052266,7.7839721254355405,9.543554006968641
2812,1288,3920,1166.9400000000003,183,15.366120218579235,7.038251366120218,21.420765027322403
2223,1072,1167,1526.1600000000012,143,15.545454545454545,7.496503496503497,8.160839160839162
1890,880,657,833.49,118,16.016949152542374,7.4576271186440675,5.567796610169491
4589,2137,4451,1965.809999999997,294,15.608843537414966,7.2687074829931975,15.139455782312925
3508,1616,3194,727.4599999999989,229,15.318777292576419,7.056768558951965,13.947598253275109
612,257,59,257.6099999999999,34,18.0,7.5588235294117645,1.7352941176470589
942,403,174,505.1999999999998,70,13.457142857142857,5.757142857142857,2.4857142857142858
759,395,56,365.09000000000015,54,14.055555555555555,7.314814814814815,1.037037037037037
652,368,74,354.1399999999999,51,12.784313725490197,7.215686274509804,1.4509803921568627
928,364,125,428.6600000000002,66,14.06060606060606,5.515151515151516,1.893939393939394
786,311,78,460.5799999999999,46,17.08695652173913,6.760869565217392,1.6956521739130435
37,24,2,1.25,2,18.5,12.0,1.0
57,28,0,28.999999999999996,4,14.25,7.0,0.0
3123,1441,1168,2611.95,203,15.38423645320197,7.098522167487685,5.753694581280788
1988,1019,1295,598.8199999999999,124,16.032258064516128,8.21774193548387,10.443548387096774
2425,1208,1481,588.9699999999999,145,16.724137931034484,8.331034482758621,10.213793103448277
113,62,-39,22.060000000000002,8,14.125,7.75,-4.875
729,372,174,233.52,56,13.017857142857142,6.642857142857143,3.107142857142857
1048,498,258,319.50000000000006,71,14.76056338028169,7.014084507042254,3.6338028169014085
602,281,153,190.29,47,12.808510638297872,5.9787234042553195,3.25531914893617
776,388,187,239.2400000000001,58,13.379310344827585,6.689655172413793,3.2241379310344827
495,254,141,172.2,35,14.142857142857142,7.257142857142857,4.0285714285714285
281,135,53,65.49,20,14.05,6.75,2.65
475,224,98,119.02999999999996,31,15.32258064516129,7.225806451612903,3.161290322580645
4365,1752,1515,4852.020000000011,308,14.172077922077921,5.688311688311688,4.9188311688311686
14886,6874,1918,1822.1000000000213,967,15.394002068252327,7.108583247156153,1.983453981385729
6032,2514,2403,7999.850000000006,403,14.96774193548387,6.238213399503722,5.962779156327543
360,109,69,80.85000000000001,25,14.4,4.36,2.76
1439,550,511,1323.0899999999983,92,15.641304347826088,5.978260869565218,5.554347826086956
148,55,-3,29.699999999999996,10,14.8,5.5,-0.3
3871,1567,918,3900.779999999994,266,14.552631578947368,5.890977443609023,3.4511278195488724
2075,906,329,2171.07,140,14.821428571428571,6.4714285714285715,2.35
1286,463,444,1143.76,93,13.827956989247312,4.978494623655914,4.774193548387097
698,352,405,377.2000000000001,54,12.925925925925926,6.518518518518518,7.5
384,185,41,634.53,31,12.387096774193548,5.967741935483871,1.3225806451612903
1812,784,174,1728.8400000000026,108,16.77777777777778,7.2592592592592595,1.6111111111111112
1149,532,182,1747.5000000000016,74,15.527027027027026,7.1891891891891895,2.4594594594594597
1909,814,1145,958.0100000000015,128,14.9140625,6.359375,8.9453125
1529,604,599,518.0299999999996,95,16.094736842105263,6.3578947368421055,6.3052631578947365
1103,435,405,359.28999999999996,71,15.535211267605634,6.126760563380282,5.704225352112676
1276,481,488,451.6999999999999,83,15.373493975903614,5.795180722891566,5.879518072289157
1137,524,539,458.22999999999985,75,15.16,6.986666666666666,7.1866666666666665
1619,643,528,458.30999999999983,102,15.872549019607844,6.303921568627451,5.176470588235294
1697,823,301,1301.5500000000004,107,15.85981308411215,7.691588785046729,2.8130841121495327
1391,734,564,1172.4800000000014,94,14.797872340425531,7.808510638297872,6.0
845,392,691,679.72,56,15.089285714285714,7.0,12.339285714285714
1156,499,258,477.2699999999998,87,13.28735632183908,5.735632183908046,2.9655172413793105
3132,1183,1596,1844.670000000002,202,15.504950495049505,5.856435643564357,7.900990099009901
1277,541,1255,1508.7100000000003,89,14.348314606741573,6.078651685393258,14.101123595505618
1672,769,1107,1186.2300000000005,109,15.339449541284404,7.055045871559633,10.155963302752294
2677,1024,908,1378.920000000001,183,14.628415300546449,5.595628415300546,4.961748633879782
4371,1813,2573,2540.3900000000035,319,13.702194357366771,5.683385579937304,8.065830721003135
15361,6287,13195,11304.910000000042,1015,15.133990147783251,6.194088669950739,13.0
430,129,91,143.43999999999997,26,16.53846153846154,4.961538461538462,3.5
2878,1117,2586,768.5799999999994,185,15.556756756756757,6.037837837837838,13.978378378378379
6746,2692,7137,4861.90000000002,439,15.366742596810933,6.132118451025057,16.25740318906606
288,55,128,74.57,18,16.0,3.0555555555555554,7.111111111111111
1645,689,1666,425.99999999999994,104,15.817307692307692,6.625,16.01923076923077
321,154,226,48.99000000000001,26,12.346153846153847,5.923076923076923,8.692307692307692
3482,1405,2193,1264.190000000001,224,15.544642857142858,6.272321428571429,9.790178571428571
