country,customer_id,invoice,price,stream_id,times_viewed,year,month,day
United Kingdom,,489597,2.5700000000000003,22289,1,2017,11,28
United Kingdom,,489597,3.43,22295,1,2017,11,28
United Kingdom,,489597,3.43,22296,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,22297,3,2017,11,28
United Kingdom,,489597,5.17,22300,4,2017,11,28
United Kingdom,,489597,5.17,22301,1,2017,11,28
United Kingdom,,489597,5.17,22303,2,2017,11,28
United Kingdom,,489597,0.8300000000000001,21985,1,2017,11,28
United Kingdom,,489597,1.3,21977,3,2017,11,28
United Kingdom,,489597,1.3,21975,1,2017,11,28
United Kingdom,,489597,13.0,15059A,2,2017,11,28
United Kingdom,,489597,0.43,16235,2,2017,11,28
United Kingdom,,489597,0.43,16237,2,2017,11,28
United Kingdom,,489597,2.5700000000000003,21673,2,2017,11,28
United Kingdom,,489597,1.7000000000000002,21679,2,2017,11,28
United Kingdom,,489597,1.7000000000000002,21680,1,2017,11,28
United Kingdom,,489597,8.65,21687,1,2017,11,28
United Kingdom,,489597,6.04,21688,2,2017,11,28
United Kingdom,,489597,6.04,21694,1,2017,11,28
United Kingdom,,489597,8.65,21700,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,21704,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,21719,2,2017,11,28
United Kingdom,,489597,1.7000000000000002,21721,2,2017,11,28
United Kingdom,,489597,1.7000000000000002,21722,2,2017,11,28
United Kingdom,,489597,1.7000000000000002,21724,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,21725,1,2017,11,28
United Kingdom,,489597,10.39,21730,1,2017,11,28
United Kingdom,,489597,3.43,21731,2,2017,11,28
United Kingdom,,489597,6.04,21733,2,2017,11,28
United Kingdom,,489597,6.04,21740,6,2017,11,28
United Kingdom,,489597,6.04,21741,1,2017,11,28
United Kingdom,,489597,6.04,15044D,3,2017,11,28
United Kingdom,,489597,6.04,21743,1,2017,11,28
United Kingdom,,489597,6.04,15044C,1,2017,11,28
United Kingdom,,489597,3.43,11001,2,2017,11,28
United Kingdom,,489597,6.04,21548,1,2017,11,28
United Kingdom,,489597,13.0,21553,1,2017,11,28
United Kingdom,,489597,6.04,21557,5,2017,11,28
United Kingdom,,489597,5.17,21558,4,2017,11,28
United Kingdom,,489597,5.17,21559,2,2017,11,28
United Kingdom,,489597,5.17,21577,1,2017,11,28
United Kingdom,,489597,5.17,21580,1,2017,11,28
United Kingdom,,489597,5.17,21581,2,2017,11,28
United Kingdom,,489597,6.04,21612,1,2017,11,28
United Kingdom,,489597,13.87,21622,2,2017,11,28
United Kingdom,,489597,14.74,21625,1,2017,11,28
United Kingdom,,489597,4.3,21626,1,2017,11,28
United Kingdom,,489597,4.3,21638,5,2017,11,28
United Kingdom,,489597,1.7000000000000002,21639,5,2017,11,28
United Kingdom,,489597,1.7000000000000002,21642,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,21643,2,2017,11,28
United Kingdom,,489597,4.3,21647,2,2017,11,28
United Kingdom,,489597,2.5700000000000003,21648,3,2017,11,28
United Kingdom,,489597,1.3,10123C,3,2017,11,28
United Kingdom,,489597,1.7000000000000002,10123G,2,2017,11,28
United Kingdom,,489597,1.7000000000000002,10125,1,2017,11,28
United Kingdom,,489597,0.8300000000000001,15034,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,21746,4,2017,11,28
United Kingdom,,489597,12.13,21754,1,2017,11,28
United Kingdom,,489597,10.39,21770,1,2017,11,28
United Kingdom,,489597,3.43,21870,1,2017,11,28
United Kingdom,,489597,3.43,21871,3,2017,11,28
United Kingdom,,489597,3.43,21875,2,2017,11,28
United Kingdom,,489597,3.43,21876,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,21883,1,2017,11,28
United Kingdom,,489597,7.78,21888,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,21889,4,2017,11,28
United Kingdom,,489597,6.04,21890,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,21891,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,21892,6,2017,11,28
United Kingdom,,489597,4.3,21896,2,2017,11,28
United Kingdom,,489597,6.04,21897,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,21899,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,21901,1,2017,11,28
United Kingdom,,489597,7.78,21912,1,2017,11,28
United Kingdom,,489597,4.3,21931,1,2017,11,28
United Kingdom,,489597,3.43,21934,5,2017,11,28
United Kingdom,,489597,3.43,21935,4,2017,11,28
United Kingdom,,489597,1.7000000000000002,21942,4,2017,11,28
United Kingdom,,489597,1.7000000000000002,21945,3,2017,11,28
United Kingdom,,489597,0.8300000000000001,21967,1,2017,11,28
United Kingdom,,489597,3.43,21868,2,2017,11,28
United Kingdom,,489597,2.5700000000000003,21867,2,2017,11,28
United Kingdom,,489597,2.5700000000000003,21866,2,2017,11,28
United Kingdom,,489597,4.3,21865,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,21773,2,2017,11,28
United Kingdom,,489597,30.39,21781,1,2017,11,28
United Kingdom,,489597,21.7,21784,3,2017,11,28
United Kingdom,,489597,1.7000000000000002,21788,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,21790,5,2017,11,28
United Kingdom,,489597,2.5700000000000003,21791,4,2017,11,28
United Kingdom,,489597,0.87,21805,5,2017,11,28
United Kingdom,,489597,0.87,21806,4,2017,11,28
United Kingdom,,489597,0.87,21807,4,2017,11,28
United Kingdom,,489597,7.78,21808,1,2017,11,28
United Kingdom,,489597,4.3,35962,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,21809,1,2017,11,28
United Kingdom,,489597,3.04,21816,2,2017,11,28
United Kingdom,,489597,2.5700000000000003,21826,4,2017,11,28
United Kingdom,,489597,2.5700000000000003,21827,4,2017,11,28
United Kingdom,,489597,2.5700000000000003,21828,3,2017,11,28
United Kingdom,,489597,0.43,21829,6,2017,11,28
United Kingdom,,489597,3.43,21832,2,2017,11,28
United Kingdom,,489597,3.43,21833,2,2017,11,28
United Kingdom,,489597,21.7,21843,2,2017,11,28
United Kingdom,,489597,6.04,21844,4,2017,11,28
United Kingdom,,489597,4.3,21864,1,2017,11,28
United Kingdom,,489597,10.39,21812,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,37422,2,2017,11,28
United Kingdom,,489597,1.7000000000000002,37424,1,2017,11,28
United Kingdom,,489597,6.04,37444A,3,2017,11,28
United Kingdom,,489597,8.65,85136A,2,2017,11,28
United Kingdom,,489597,5.17,85150,1,2017,11,28
United Kingdom,,489597,4.3,85152,2,2017,11,28
United Kingdom,,489597,9.52,85180B,1,2017,11,28
United Kingdom,,489597,7.78,85183A,1,2017,11,28
United Kingdom,,489597,6.04,85184C,3,2017,11,28
United Kingdom,,489597,6.04,85184D,1,2017,11,28
United Kingdom,,489597,6.04,85185B,1,2017,11,28
United Kingdom,,489597,6.04,85185D,1,2017,11,28
United Kingdom,,489597,0.8300000000000001,85186A,1,2017,11,28
United Kingdom,,489597,0.8300000000000001,85186C,1,2017,11,28
United Kingdom,,489597,0.8300000000000001,85199S,5,2017,11,28
United Kingdom,,489597,3.43,85211,2,2017,11,28
United Kingdom,,489597,7.78,85217,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,85227,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,85231B,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,85231G,1,2017,11,28
United Kingdom,,489597,6.5,90000D,1,2017,11,28
United Kingdom,,489597,2.16,90005A,1,2017,11,28
United Kingdom,,489597,3.9,90039D,1,2017,11,28
United Kingdom,,489597,3.9,90040D,1,2017,11,28
United Kingdom,,489597,8.65,85135B,1,2017,11,28
United Kingdom,,489597,5.2,90081C,1,2017,11,28
United Kingdom,,489597,3.43,85130A,1,2017,11,28
United Kingdom,,489597,5.17,85124A,1,2017,11,28
United Kingdom,,489597,0.8300000000000001,85017C,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,85026B,1,2017,11,28
United Kingdom,,489597,3.43,85031A,1,2017,11,28
United Kingdom,,489597,3.43,85031B,2,2017,11,28
United Kingdom,,489597,3.43,85031C,1,2017,11,28
United Kingdom,,489597,4.3,85033G,4,2017,11,28
United Kingdom,,489597,4.3,85033S,1,2017,11,28
United Kingdom,,489597,8.65,85034B,1,2017,11,28
United Kingdom,,489597,3.43,85039A,1,2017,11,28
United Kingdom,,489597,3.43,85041,1,2017,11,28
United Kingdom,,489597,11.26,85042,1,2017,11,28
United Kingdom,,489597,17.35,85048,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,85061W,1,2017,11,28
United Kingdom,,489597,11.26,85064,2,2017,11,28
United Kingdom,,489597,26.04,85066,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,85086A,1,2017,11,28
United Kingdom,,489597,4.3,85099B,3,2017,11,28
United Kingdom,,489597,2.5700000000000003,85112,2,2017,11,28
United Kingdom,,489597,3.43,85114B,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,85116,2,2017,11,28
United Kingdom,,489597,6.04,85123A,3,2017,11,28
United Kingdom,,489597,2.5700000000000003,85129D,1,2017,11,28
United Kingdom,,489597,4.33,90120C,1,2017,11,28
United Kingdom,,489597,4.3,90125D,1,2017,11,28
United Kingdom,,489597,5.2,90158,1,2017,11,28
United Kingdom,16620.0,489598,1.25,21356,12,2017,11,28
United Kingdom,16620.0,489598,1.25,21357,12,2017,11,28
United Kingdom,16620.0,489598,2.1,22280,6,2017,11,28
United Kingdom,16620.0,489598,0.85,20982,12,2017,11,28
United Kingdom,16620.0,489598,1.9500000000000002,85099B,10,2017,11,28
United Kingdom,16620.0,489598,1.9500000000000002,21929,10,2017,11,28
United Kingdom,16620.0,489598,0.85,90167,12,2017,11,28
United Kingdom,16620.0,489598,0.85,21544,12,2017,11,28
United Kingdom,16620.0,489598,0.85,21543,12,2017,11,28
United Kingdom,16620.0,489598,1.69,21833,12,2017,11,28
United Kingdom,16620.0,489598,0.21,21829,9,2017,11,28
United Kingdom,16620.0,489598,1.9500000000000002,47591D,8,2017,11,28
United Kingdom,16620.0,489598,1.65,21100,10,2017,11,28
United Kingdom,16620.0,489598,0.85,21642,19,2017,11,28
United Kingdom,16620.0,489598,0.85,21639,6,2017,11,28
United Kingdom,16620.0,489598,1.25,72023F,12,2017,11,28
United Kingdom,16620.0,489598,1.65,22082,7,2017,11,28
United Kingdom,16620.0,489598,1.9500000000000002,20886,12,2017,11,28
United Kingdom,16620.0,489598,0.42,85172,5,2017,11,28
United Kingdom,16620.0,489598,0.42,72008,12,2017,11,28
United Kingdom,16620.0,489598,0.85,84970S,12,2017,11,28
United Kingdom,16620.0,489598,0.85,20983,12,2017,11,28
United Kingdom,16620.0,489598,0.65,21650,9,2017,11,28
United Kingdom,16620.0,489598,3.95,22189,4,2017,11,28
United Kingdom,16620.0,489598,2.55,82482,6,2017,11,28
United Kingdom,,489597,1.29,90171,2,2017,11,28
United Kingdom,,489597,9.55,90175C,1,2017,11,28
United Kingdom,,489597,9.55,90184B,1,2017,11,28
United Kingdom,,489597,2.59,90188,1,2017,11,28
United Kingdom,,489597,5.2,90192,1,2017,11,28
United Kingdom,,489597,4.33,90200D,3,2017,11,28
United Kingdom,,489597,5.2,90206C,1,2017,11,28
United Kingdom,,489597,2.59,90208,1,2017,11,28
United Kingdom,,489597,0.8300000000000001,DCGS0058,1,2017,11,28
United Kingdom,,489597,8.65,DCGS0068,1,2017,11,28
United Kingdom,,489597,0.8300000000000001,85017A,1,2017,11,28
United Kingdom,,489597,647.19,DOT,1,2017,11,28
United Kingdom,16620.0,489598,9.95,22180,1,2017,11,28
United Kingdom,16620.0,489598,4.65,85090,3,2017,11,28
United Kingdom,16620.0,489598,1.25,21670,12,2017,11,28
United Kingdom,16620.0,489598,1.25,21671,12,2017,11,28
United Kingdom,16620.0,489598,1.25,21121,13,2017,11,28
United Kingdom,16620.0,489598,1.25,21122,11,2017,11,28
United Kingdom,16620.0,489598,1.25,21124,1,2017,11,28
United Kingdom,16620.0,489598,4.25,22218,3,2017,11,28
United Kingdom,16620.0,489598,1.69,21242,8,2017,11,28
United Kingdom,16620.0,489598,0.85,21238,8,2017,11,28
United Kingdom,16620.0,489598,6.75,20685,2,2017,11,28
United Kingdom,,489597,1.7000000000000002,21544,3,2017,11,28
United Kingdom,,489597,2.5700000000000003,85016,2,2017,11,28
United Kingdom,,489597,13.0,85014C,1,2017,11,28
United Kingdom,,489597,5.17,72800A,1,2017,11,28
United Kingdom,,489597,8.65,72802C,2,2017,11,28
United Kingdom,,489597,8.65,72807A,1,2017,11,28
United Kingdom,,489597,8.65,72807B,1,2017,11,28
United Kingdom,,489597,8.65,72807C,1,2017,11,28
United Kingdom,,489597,5.17,72816,1,2017,11,28
United Kingdom,,489597,3.43,75013B,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,77081,1,2017,11,28
United Kingdom,,489597,5.17,79000,4,2017,11,28
United Kingdom,,489597,2.5700000000000003,79026B,1,2017,11,28
United Kingdom,,489597,13.0,79030A,1,2017,11,28
United Kingdom,,489597,8.65,79067,2,2017,11,28
United Kingdom,,489597,3.43,79160,1,2017,11,28
United Kingdom,,489597,21.7,79164,2,2017,11,28
United Kingdom,,489597,6.04,79303D,1,2017,11,28
United Kingdom,,489597,13.87,79323W,1,2017,11,28
United Kingdom,,489597,13.87,79341,1,2017,11,28
United Kingdom,,489597,3.43,82076,1,2017,11,28
United Kingdom,,489597,3.43,82093,1,2017,11,28
United Kingdom,,489597,3.43,82553,2,2017,11,28
United Kingdom,,489597,1.3,82578,1,2017,11,28
United Kingdom,,489597,6.04,72799E,1,2017,11,28
United Kingdom,,489597,4.3,82582,2,2017,11,28
United Kingdom,,489597,8.65,72741,1,2017,11,28
United Kingdom,,489597,0.86,72051S,1,2017,11,28
United Kingdom,,489597,6.04,37444C,1,2017,11,28
United Kingdom,,489597,3.43,37446,2,2017,11,28
United Kingdom,,489597,21.7,37449,1,2017,11,28
United Kingdom,,489597,0.86,37462B,2,2017,11,28
United Kingdom,,489597,2.5700000000000003,37464,1,2017,11,28
United Kingdom,,489597,4.3,37489C,1,2017,11,28
United Kingdom,,489597,21.7,37503,1,2017,11,28
United Kingdom,,489597,5.17,37508,1,2017,11,28
United Kingdom,,489597,1.52,47471,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,47587A,2,2017,11,28
United Kingdom,,489597,4.3,47591C,2,2017,11,28
United Kingdom,,489597,4.3,47591D,1,2017,11,28
United Kingdom,,489597,1.3,47598,1,2017,11,28
United Kingdom,,489597,13.87,48129,1,2017,11,28
United Kingdom,,489597,13.87,48173C,2,2017,11,28
United Kingdom,,489597,13.87,48188,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,51014A,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,51014C,1,2017,11,28
United Kingdom,,489597,3.43,70006,2,2017,11,28
United Kingdom,,489597,3.43,70007,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,71143,2,2017,11,28
United Kingdom,,489597,1.7000000000000002,72598,1,2017,11,28
United Kingdom,,489597,4.3,82583,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,82607C,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,82613B,1,2017,11,28
United Kingdom,,489597,1.3,84673B,1,2017,11,28
United Kingdom,,489597,8.65,84686,1,2017,11,28
United Kingdom,,489597,4.3,84750A,2,2017,11,28
United Kingdom,,489597,5.17,84755,1,2017,11,28
United Kingdom,,489597,6.04,84791,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,84836,4,2017,11,28
United Kingdom,,489597,13.0,84839,1,2017,11,28
United Kingdom,,489597,8.65,84854,5,2017,11,28
United Kingdom,,489597,3.43,84877B,1,2017,11,28
United Kingdom,,489597,8.65,84884A,1,2017,11,28
United Kingdom,,489597,4.3,84901,1,2017,11,28
United Kingdom,,489597,4.3,84902,2,2017,11,28
United Kingdom,,489597,7.78,84912B,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,84926C,1,2017,11,28
United Kingdom,,489597,5.17,84931A,1,2017,11,28
United Kingdom,,489597,11.26,84937,1,2017,11,28
United Kingdom,,489597,7.78,84944,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,84946,6,2017,11,28
United Kingdom,,489597,1.3,84991,5,2017,11,28
United Kingdom,,489597,1.3,84992,2,2017,11,28
United Kingdom,,489597,13.0,85014B,1,2017,11,28
United Kingdom,,489597,0.43,84598,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,84596E,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,84596B,1,2017,11,28
United Kingdom,,489597,4.3,84578,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,84006,1,2017,11,28
United Kingdom,,489597,7.78,84029E,1,2017,11,28
United Kingdom,,489597,7.78,84029G,1,2017,11,28
United Kingdom,,489597,7.78,84030C,1,2017,11,28
United Kingdom,,489597,6.04,84032A,1,2017,11,28
United Kingdom,,489597,0.86,84251F,2,2017,11,28
United Kingdom,,489597,0.86,84251G,1,2017,11,28
United Kingdom,,489597,8.65,84279B,1,2017,11,28
United Kingdom,,489597,17.35,84313B,1,2017,11,28
United Kingdom,,489597,5.17,84347,4,2017,11,28
United Kingdom,,489597,2.5700000000000003,85015,1,2017,11,28
United Kingdom,,489597,4.3,84375,4,2017,11,28
United Kingdom,,489597,3.43,84459A,2,2017,11,28
United Kingdom,,489597,2.5700000000000003,84466,3,2017,11,28
United Kingdom,,489597,7.78,84509A,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,84510A,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,84510B,1,2017,11,28
United Kingdom,,489597,1.52,84535A,3,2017,11,28
United Kingdom,,489597,0.8300000000000001,84536A,1,2017,11,28
United Kingdom,,489597,0.8300000000000001,84536B,1,2017,11,28
United Kingdom,,489597,6.04,84558A,1,2017,11,28
United Kingdom,,489597,1.73,84559A,1,2017,11,28
United Kingdom,,489597,2.5700000000000003,84378,1,2017,11,28
United Kingdom,16620.0,489598,3.75,21471,6,2017,11,28
United Kingdom,,489597,1.7000000000000002,21543,1,2017,11,28
United Kingdom,,489597,1.7000000000000002,21541,2,2017,11,28
United Kingdom,15945.0,489581,1.65,71028B,1,2017,11,28
United Kingdom,15945.0,489581,0.65,84755,8,2017,11,28
United Kingdom,15945.0,489581,3.95,22114,1,2017,11,28
United Kingdom,15945.0,489581,2.1,72267,1,2017,11,28
United Kingdom,15945.0,489581,0.42,72140F,1,2017,11,28
United Kingdom,15945.0,489581,0.85,84950,12,2017,11,28
United Kingdom,15945.0,489581,0.42,85175,22,2017,11,28
United Kingdom,15945.0,489581,0.38,72487,5,2017,11,28
United Kingdom,15945.0,489581,4.65,84360,12,2017,11,28
United Kingdom,18037.0,489584,21.95,21335,1,2017,11,28
United Kingdom,15662.0,489585,0.85,84832,24,2017,11,28
United Kingdom,15662.0,489585,1.69,21133,5,2017,11,28
United Kingdom,15662.0,489585,1.69,84879,19,2017,11,28
United Kingdom,15662.0,489585,5.95,21755,3,2017,11,28
United Kingdom,15380.0,489586,2.95,35001W,23,2017,11,28
United Kingdom,15380.0,489586,1.9500000000000002,84396,22,2017,11,28
United Kingdom,15380.0,489586,3.39,35001G,4,2017,11,28
United Kingdom,15380.0,489586,2.1,72753A,8,2017,11,28
United Kingdom,15380.0,489586,1.9500000000000002,72750C,8,2017,11,28
United Kingdom,15380.0,489586,4.25,21895,4,2017,11,28
United Kingdom,16422.0,C489587,0.85,21639,3,2017,11,28
United Kingdom,15945.0,489581,4.95,85174,1,2017,11,28
United Kingdom,13711.0,C489588,6.75,79323P,4,2017,11,28
United Kingdom,14543.0,489582,2.95,84601A,6,2017,11,28
United Kingdom,14543.0,489582,4.25,84984D,12,2017,11,28
United Kingdom,16887.0,489579,1.25,20675,4,2017,11,28
United Kingdom,16887.0,489579,0.29,21986,12,2017,11,28
United Kingdom,16887.0,489579,0.9500000000000001,21034,1,2017,11,28
United Kingdom,12921.0,489580,1.25,21232,3,2017,11,28
United Kingdom,12921.0,489580,1.25,21231,22,2017,11,28
United Kingdom,12921.0,489580,0.55,21975,14,2017,11,28
United Kingdom,12921.0,489580,0.55,21213,10,2017,11,28
United Kingdom,12921.0,489580,0.55,21977,4,2017,11,28
United Kingdom,12921.0,489580,0.55,21212,13,2017,11,28
United Kingdom,12921.0,489580,0.55,84991,21,2017,11,28
United Kingdom,12921.0,489580,1.25,72756,0,2017,11,28
United Kingdom,14621.0,C489583,4.25,72807B,1,2017,11,28
United Kingdom,14621.0,C489583,4.25,72802C,4,2017,11,28
United Kingdom,14621.0,C489583,4.25,72802B,1,2017,11,28
United Kingdom,14621.0,C489583,6.35,85047,0,2017,11,28
United Kingdom,14543.0,489582,2.95,72799B,10,2017,11,28
United Kingdom,14543.0,489582,8.95,35400,2,2017,11,28
United Kingdom,14543.0,489582,0.9500000000000001,84970L,3,2017,11,28
United Kingdom,14543.0,489582,14.95,21768,1,2017,11,28
United Kingdom,14543.0,489582,12.75,21477,2,2017,11,28
United Kingdom,14543.0,489582,7.95,85048,2,2017,11,28
United Kingdom,14543.0,489582,2.95,84773,17,2017,11,28
United Kingdom,16887.0,489579,1.25,20677,4,2017,11,28
United Kingdom,13711.0,C489588,6.75,79323GR,1,2017,11,28
United Kingdom,16150.0,C489589,2.55,21535,1,2017,11,28
United Kingdom,13110.0,489590,6.75,48173C,1,2017,11,28
United Kingdom,13110.0,489590,6.75,48189,1,2017,11,28
United Kingdom,13110.0,489590,6.75,48116,1,2017,11,28
United Kingdom,12921.0,C489591,5.45,79323B,3,2017,11,28
United Kingdom,12836.0,489593,6.75,48194,3,2017,11,28
United Kingdom,12836.0,489593,2.1,21181,12,2017,11,28
United Kingdom,12836.0,489593,29.95,21761,1,2017,11,28
United Kingdom,12836.0,489593,1.69,84879,8,2017,11,28
United Kingdom,12836.0,489593,18.95,85067,1,2017,11,28
United Kingdom,12836.0,489593,3.45,22113,3,2017,11,28
United Kingdom,12836.0,489593,4.95,22112,2,2017,11,28
United Kingdom,12836.0,489593,2.95,21480,2,2017,11,28
United Kingdom,12836.0,489593,6.75,79323S,4,2017,11,28
United Kingdom,12836.0,489593,6.75,79323W,6,2017,11,28
United Kingdom,12836.0,489593,10.75,37503,4,2017,11,28
United Kingdom,12836.0,489593,2.95,22086,4,2017,11,28
United Kingdom,12836.0,489593,0.85,21016,1,2017,11,28
United Kingdom,12836.0,489593,7.95,21257,2,2017,11,28
United Kingdom,12836.0,489593,29.95,21767,1,2017,11,28
United Kingdom,12836.0,489593,7.95,85068,1,2017,11,28
